tweet,,,,,,,
"जब पैसा कमाना हो तो सब @MunCorpGurugram के अंतर्गत है और काम करने के लिए @MunCorpGurugram ,@GMDA_Ggm ,#HSVP, #HSIIDC ,@HaryanaPwd अनेकों विभाग हो जाते हैं और बेचारी जनता इन पट्टों के बीच पिस के रह जाती है। 
@DEEPAKKAHUJA @abhishekbehl @pant_shubhra
 https://twitter.com/praveenmalik86/status/1290963493735165954?s=21 … https://twitter.com/praveenmalik86/status/1290963493735165954 …",,,,,,,
"This is what happens on Bari vala bhag road Gurgaon, on a single day of rain. The condition is same from many years. No improvement. It is always scary to drive into the water. Pls do something @DC_Gurugram @MunCorpGurugram @cmohry @Dchautala pic.twitter.com/FrKDHTfz3Y",,,,,,,
@cmohry @PMOIndia @DC_Gurugram @MunCorpGurugram @anilvijminister @Dchautala https://twitter.com/ashokgarden1956/status/1293885503003955201 …,,,,,,,
"The #GalaxyNote20 series comes in a stunning array of mystic hues that redefine work and play. Which colour do you have your eyes set on, are you on Team #MysticBronze or Team #MysticGreen? Pre-book now:  https://bit.ly/3h07X4z 
14-08-2020,The #GalaxyNote20 series comes in a stunning array of mystic hues that redefine work and play. Which colour do you have your eyes set on", are you on Team #MysticBronze or Team #MysticGreen? Pre-book now:  https://bit.ly/3h07X4z ,,,,,,
"माता वैष्णो और श्री राम भगत ,मोदी बीजेपी समर्थन, गऊ रक्षक इन गरीब इंसानों के लिए आपकी करुणा कहा खोई हुई है
आप अपनी ऊर्जा इनके उज्ज्वल भविष्य के लिए लगाइए सरकार से इनकी शिक्षा, रोजगार, मकान के बारे में पूछिए ताकी इनके दिल से आपके परिवार को दुवाएं मिले",,,,,,,
"कभी इसी रोड पर पेट्रोल पम्प के सामने ग्रीन बेल्ट में नजर मारिए घास की जगह पक्की पार्किंग बनी हुई है वह भी तो अतिक्रमण है , आप गरीबी खत्म करिए गरीब को खत्म ना करे🙏
अगर शहर में सभी अमीर रहेंगे तो मजदूरी कोन करेगा ? सबके काम चलते रहे इसलिए ऊपर वाले ने बहुत सोच समझकर दुनिया बनाई है",,,,,,,
आप टैक्स देते है अपने आलीशान मकान के लिए और टैक्स देने वाले आप अकेले नहीं है प्रॉपर्टी टैक्स के अलावा हर खरीदे गए समान पर टैक्स ये भी देते है आपके और हमारे उन मकानों को इन मलीन लोगो ने ही अपना पसीना बहाकर बनाया है आप इनसे थोडा आगे जो पचास ठेले लगे हैं उनको क्यों नहीं देखते है ?,,,,,,,
@MunCorpGurugram In Krishna Colony street no 3 lots of stones are gathered due to digging of road by PWD. Problem continue from last 2 months. @MunCorpGurugram pls take note of it.,,,,,,,
"WARD NUMBER:-25, VILLAGE:-NOORPUR JHARSA,POST OFFICE:-BADSHAHPUR, DISTT:-GURUGRAM, pin code:-122101—This village comes under the municipal corporation. It has been 2 years since the village came to the municipal corporation. pic.twitter.com/7C2wASnv0u",,,,,,,
"R / Sir,
@DC_Gurugram 🇮🇳🙏
@MunCorpGurugram
@SwachhBharatGov
@swatchhbharat
@GMDA_Ggm 
Need Urgent Results 🙏🙏
Ticket No.:- 931140 https://twitter.com/ashutoshbindian/status/1289501117039013888 …",,,,,,,
"@MunCorpGurugram @cmohry @rakeshdaultabad WARD NUMBER:-25, VILLAGE:-NOORPUR JHARSA,POST OFFICE:-BADSHAHPUR, DISTT:-GURUGRAM, pin code:-122101—This village comes under the municipal corporation. It has been 2 years since the village came to the municipal",,,,,,,
Sir Mata mandir ka bhi kiya tha visit ..per koi fayeda nahi....aaj bhi bura haal tha,,,,,,,
One spell of rains and roads in Gurgaon in tatters. What a poor quality of roads. My income tax gone WASTE! @cmohry @Rao_InderjitS @rakeshdaultabad @DC_Gurugram @MunCorpGurugram @GMDA_Ggm  https://twitter.com/TOIGurgaon/status/1293854737998077952 …,,,,,,,
"Hello @MunCorpGurugram @cmohry 
There are lots of led lights are not working in Dharam Colony F block.
Please fix them.
Regards",,,,,,,
"aisa hi hai humara old gurugram...aur aisa hi rahega.
bhala ho MCG walo ka...ya issey related depts ka.",,,,,,,
Is there any action on that . Because   it seems like as earlier @MunCorpGurugram,,,,,,,
Tourism ke liye tourism department ne wine shops khol toh di 😅,,,,,,,
"इस शिकायत का अब तक कोई समाधान नहीं हुआ, बारिश में जलभराव के कारण मेनहाल नज़र भी नहीं आ रहा था। दुर्घटना होने का बहुत ज़्यादा डर था यहा एक गड्ढा नहीं 2 है।2नो बहुत ज़्यादा ख़तरनाक @DC_Gurugram @MunCorpGurugram @sudhirsinglabjp  cc: @cmohry pic.twitter.com/TVTcB8iVCB",,,,,,,
अभी तक लाईट ठीक नहीं हुई जनाब,,,,,,,
"I invite MCG to start a big cleaning drive in pocket D of sector 45.
Regards
Sudhir Goyal
9953105105",,,,,,,
"@rakeshdaultabad Bhai se bhi anurodh hai. Singapore baad mein bana dena. Pahle basic infra improve kar do, no sampling’s are planted in my area this rainy season.",,,,,,,
Smile you are in London :) credit @MunCorpGurugram and @GMDA_Ggm and thanks to Khattar साहब for making a खिचड़ी of administration in Gurugram. Now nobody takes the responsibility to maintain the infrastructure. @mlkhattar @Rao_InderjitS kabhi aao mere Gurugram main बारिश के time https://twitter.com/TrafficGGM/status/1293748861349949441 …,,,,,,,
Niagara Falls in gurgaon,,,,,,,
@cmohry @MunCorpGurugram  @GMDA_Ggm  @anilvijminister @CPCB_OFFICIAL @Dchautala @mlkhattar Sir.. please help  https://twitter.com/MrIndia04/status/1293892056646000640 … pic.twitter.com/tiTlI6T8Kj,,,,,,,
सर जो लोग आपको ट्वीट के माध्यम से समस्याये बताते है उनका समाधान भी करबाने का कष्ट करें।,,,,,,,
क्या फर्क पड़ता है । लोग ट्वीट करंगे और फिर सब भूल जायँगे । प्रशासन कुंभकर्ण की नींद ले रहा है ।,,,,,,,
Eyes closed by admin fruit hawkers spreading garbage on main road from bakthawar chock to subash chok  even bus stand is shelter for fruit hawkers cabs destroied  green belt  near airport apartment .full encroachment on high school land even permanent structure with AC  .,,,,,,,
"@mlkhattar @cmohry @MunCorpGurugram @PMOIndia @narendramodi   dear sir 
Mere home k front mai ek bhut ghara holl(ghadha) ho gay hai jo ki 5 fit se jada hoga or road k ander failta ja ra hai ..jo bhut hi dangerous hai kirpa karke jaldi solution kare @DC_Gu",,,,,,,
"@MunCorpGurugram @GMDA_Ggm @DC_Gurugram @gurgaonpolice @cmohry 
In March 2015, there was a fire in house No. 825 of # C2 block Palam Vihar, on time the fire department was informed and their vehicle reached inside the block within half an hour but due to ",,,,,,,
@MunCorpGurugram @rakeshdaultabad @cmohry,,,,,,,
"@DC_Gurugram @MunCorpGurugram 
unhygienic conditions at plot no 477, 479, 480 sector 12 A Gurgaon...  please take necessary action..  https://twitter.com/MrIndia04/status/1291948944235196416 …",,,,,,,
@MunCorpGurugram के अंतर्गत ग्राम खेड़की दौला (वार्ड नं 24) के माता चौक के पास #मैनहोल । pic.twitter.com/usP5SADEO6,,,,,,,
@DC_Gurugram please see the roads of sector 56 its so damged no one cares neither @MunCorpGurugram neither Ansal office guys see sir you expect to pay taxes and maintance but for what when we dont get good roads @TheGurugramNews @cmohry @dcmohry @BJP4Hary,,,,,,,
"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",,,,,,,
,,,,,,,
"@MunCorpGurugram @CPCB_OFFICIAL @DC_Gurugram रेन वॉटर मेनहोल और ढक्कन टूटा हुआ है लोकेशन #C1_ब्लॉक #बिजली_घर के पास
 गूगल लोकेशन �",,,,,,,
Thank you so much team for the quick response. Looking forward the same kind of response from the concern team in resolving the issue. Thank you again and stay safe.,,,,,,,
@cmohry @rakeshdaultabad We look forward to your kind support. More than 3000 people are impacted,,,,,,,
Phone number and address provided in DM Please check and do the needful. – at Palam Vihar,,,,,,,
@MunCorpGurugram @cmohry @udaybiryadav @MohitKa77055322 no action from Ur side yet. Gates remains closed till now. #mcgjagjao https://twitter.com/saurabh13434281/status/1292633414357508099 …,,,,,,,
Thank you  !,,,,,,,
@SwachhBharatGov @VPSconnect @MunCorpGurugram #freeindiaOfgarbage @MunCorpGurugram @PMOIndia https://twitter.com/TriotapL/status/1293844050848579584 …,,,,,,,
None tagged in this tweet would initiate any action and will come to public when their term will get over . Hail the poor and bad #BJP_Govt  _in_Haryana,,,,,,,
None except the innocent normal  citizen of India,,,,,,,
"No one has come yet.
Please look into and send someone for sanitization of house (not only the entry door)",,,,,,,
"@PowerHaryana reply damn!!
@MunCorpGurugram  such useless handle you have 
@DC_Gurugram look into this on priority",,,,,,,
@KapoorPujaa @DevelopNewGgn @opsinghips @Praveenmalik86 @MunCorpGurugram @DC_Gurugram @Gurgaon_Tweets @Dist_Admin_Ggm @GurugramNewsLiv @HTGurgaon @anilji @Neetu_7 @SwachhBharatGov @SwachSurvekshan @swachhbharat @TeamSwachh @narendramodi @PMOIndia @CSEINDI,,,,,,,
"#Gurugram में जमकर #बरसे इंद्रदेव ।
@DC_Gurugram @anilvijminister @GMDA_Ggm @MunCorpGurugram  pic.twitter.com/SupDrfqNQe",,,,,,,
No visit by anyone as yet pic.twitter.com/19Y3DCiSn1,,,,,,,
"The #GalaxyNote20 series comes in a stunning array of mystic hues that redefine work and play. Which colour do you have your eyes set on, are you on Team #MysticBronze or Team #MysticGreen? Pre-book now:  https://bit.ly/3h07X4z 
13-08-2020,Ok ma’am thanks
13-08-2020,ये लोग @narendramodi जी के आत्म निर्भर भारत का हिस्सा और  हरियाणा की @mlkhattar सरकार के निवासी है @MunCorpGurugram कृपया बे वजह की शिकायतों पर ऐसी कोई कार्यवाही नहीं करे जिससे गरीब मजदूर करके खाने वाले परिवारों पर अत्याचार हो
13-08-2020,@cmohry @MunCorpGurugram ",,,,,,,
 roads are converted in swimming pools.,,,,,,,
,,,,,,,
,,,,,,,
लोग RWA बनाकर अपनी कॉलोनी में रास्तों पर गेट लगाकर रास्ते बन्द कर सकते है ग्रीन बेल्ट में कार पार्किंग बना सकते है तो क्या ये लोग सड़क किनारे अपना गुजारा भी नहीं कर सकते ? @MunCorpGurugram  शहर में सभी नागरिकों का संसाधनों पर बराबरी का हक होता है यहां कोई सड़क पर कब्जा नहीं है...,,,,,,,
@MunCorpGurugram @GMDA_Ggm @cmohry @anilvijminister @DC_Gurugram  This not what people desire from any governments  things must improve. Councillors got together only to sweep money in profitabke n easy work execution than working on storm water n Sewarag,,,,,,,
"आज बारिश ने सबको खुश कर दिया लेकिन सबसे जायदा खुश पेड़ पोधे हुए है और इसका सबूत है मेरे घर पर लगाए गए ये फूल। जो बड़े दिनों बाद आज लाल रंग का फूल खिला है और अमरूद का पेड़ भी बड़ा हो रहा है। 
@MunCorpGurugram  pic.twitter.com/pqo8knSxr1 – at laxman vihar",,,,,,,
"Location is New colony Gurugram, opposite Gaba ki kothi. 
People have shops and offices here, we cant park our vehicle and cant work when it rains in Gurugram. Need action ASAP
@TOIGurgaon @TheGurugramNews @DC_Gurugram @sudhirsinglabjp @nitin_gadkari",,,,,,,
